Symptom_EN,Symptom_FR,Symptom_AR,Illness_EN,Illness_FR,Illness_AR,Recommended_Medication,Doctor_Specialty,Serious
fever,,,sinusitis,,,amoxicillin,General Practitioner,False
rash,,,strep throat,,,ibuprofen,General Practitioner,False
fatigue,,,arthritis,,,methotrexate,Rheumatologist,False
headache,,,sinusitis,,,nasal spray,General Practitioner,False
itching,,,eczema,eczéma,الأكزيما,antihistamines,Dermatologist,False
cough,toux,سعال,bronchitis,,,antibiotics,General Practitioner,False
sensitivity to light,,,migraine,migraine,صداع نصفي,ibuprofen,Neurologist,True
swelling,,,arthritis,,,ibuprofen,Rheumatologist,False
runny nose,,,common cold,,,ibuprofen,General Practitioner,False
chest pain,,,bronchitis,,,antibiotics,General Practitioner,False
runny nose,,,sinusitis,,,decongestants,General Practitioner,False
fatigue,,,influenza,,,zanamivir,General Practitioner,False
fever,,,strep throat,,,ibuprofen,General Practitioner,False
chest pain,,,asthma,asthme,الربو,montelukast,Pulmonologist,True
headache,,,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
fatigue,,,influenza,,,zanamivir,General Practitioner,False
dry skin,peau sèche,جفاف الجلد,eczema,eczéma,الأكزيما,moisturizer,Dermatologist,False
sore throat,,,strep throat,,,ibuprofen,General Practitioner,False
cough,toux,سعال,bronchitis,,,antibiotics,General Practitioner,False
sore throat,,,strep throat,,,ibuprofen,General Practitioner,False
vomiting,,,migraine,migraine,صداع نصفي,sumatriptan,Neurologist,True
chest pain,,,asthma,asthme,الربو,fluticasone,Pulmonologist,True
fever,,,sinusitis,,,nasal spray,General Practitioner,False
rash,,,strep throat,,,ibuprofen,General Practitioner,False
vomiting,,,food poisoning,intoxication alimentaire,تسمم غذائي,loperamide,Gastroenterologist,True
cough,toux,سعال,influenza,,,zanamivir,General Practitioner,False
joint pain,,,arthritis,,,naproxen,Rheumatologist,False
rash,,,strep throat,,,ibuprofen,General Practitioner,False
joint pain,,,arthritis,,,ibuprofen,Rheumatologist,False
fever,,,influenza,,,oseltamivir,General Practitioner,False
fever,,,sinusitis,,,decongestants,General Practitioner,False
chest pain,,,asthma,asthme,الربو,fluticasone,Pulmonologist,True
headache,,,sinusitis,,,decongestants,General Practitioner,False
fever,,,sinusitis,,,nasal spray,General Practitioner,False
nausea,nausée,غثيان,food poisoning,intoxication alimentaire,تسمم غذائي,hydration therapy,Gastroenterologist,True
fever,,,common cold,,,pseudoephedrine,General Practitioner,False
fatigue,,,arthritis,,,methotrexate,Rheumatologist,False
nausea,nausée,غثيان,food poisoning,intoxication alimentaire,تسمم غذائي,hydration therapy,Gastroenterologist,True
fever,,,sinusitis,,,nasal spray,General Practitioner,False
headache,,,sinusitis,,,amoxicillin,General Practitioner,False
rash,,,eczema,eczéma,الأكزيما,antihistamines,Dermatologist,False
fatigue,,,bronchitis,,,ibuprofen,General Practitioner,False
itching,,,eczema,eczéma,الأكزيما,moisturizer,Dermatologist,False
sensitivity to light,,,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
nausea,nausée,غثيان,food poisoning,intoxication alimentaire,تسمم غذائي,loperamide,Gastroenterologist,True
nausea,nausée,غثيان,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
chest pain,,,bronchitis,,,ibuprofen,General Practitioner,False
fever,,,influenza,,,zanamivir,General Practitioner,False
nausea,nausée,غثيان,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
nausea,nausée,غثيان,food poisoning,intoxication alimentaire,تسمم غذائي,hydration therapy,Gastroenterologist,True
runny nose,,,sinusitis,,,decongestants,General Practitioner,False
shortness of breath,essoufflement,ضيق في التنفس,asthma,asthme,الربو,montelukast,Pulmonologist,True
fatigue,,,influenza,,,zanamivir,General Practitioner,False
dry skin,peau sèche,جفاف الجلد,eczema,eczéma,الأكزيما,moisturizer,Dermatologist,False
sensitivity to light,,,migraine,migraine,صداع نصفي,sumatriptan,Neurologist,True
chest pain,,,bronchitis,,,antibiotics,General Practitioner,False
runny nose,,,common cold,,,pseudoephedrine,General Practitioner,False
runny nose,,,common cold,,,ibuprofen,General Practitioner,False
nausea,nausée,غثيان,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
fatigue,,,arthritis,,,methotrexate,Rheumatologist,False
abdominal pain,,,food poisoning,intoxication alimentaire,تسمم غذائي,hydration therapy,Gastroenterologist,True
fever,,,strep throat,,,penicillin,General Practitioner,False
fever,,,influenza,,,zanamivir,General Practitioner,False
fever,,,common cold,,,ibuprofen,General Practitioner,False
runny nose,,,common cold,,,acetaminophen,General Practitioner,False
rash,,,strep throat,,,penicillin,General Practitioner,False
headache,,,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
fatigue,,,bronchitis,,,cough syrup,General Practitioner,False
fatigue,,,influenza,,,acetaminophen,General Practitioner,False
nausea,nausée,غثيان,food poisoning,intoxication alimentaire,تسمم غذائي,ondansetron,Gastroenterologist,True
rash,,,strep throat,,,amoxicillin,General Practitioner,False
chest pain,,,bronchitis,,,ibuprofen,General Practitioner,False
fatigue,,,arthritis,,,naproxen,Rheumatologist,False
cough,toux,سعال,asthma,asthme,الربو,albuterol,Pulmonologist,True
fever,,,strep throat,,,penicillin,General Practitioner,False
nausea,nausée,غثيان,migraine,migraine,صداع نصفي,sumatriptan,Neurologist,True
headache,,,sinusitis,,,decongestants,General Practitioner,False
vomiting,,,food poisoning,intoxication alimentaire,تسمم غذائي,loperamide,Gastroenterologist,True
runny nose,,,common cold,,,acetaminophen,General Practitioner,False
fever,,,strep throat,,,ibuprofen,General Practitioner,False
fatigue,,,arthritis,,,methotrexate,Rheumatologist,False
cough,toux,سعال,asthma,asthme,الربو,montelukast,Pulmonologist,True
headache,,,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
facial pain,,,sinusitis,,,amoxicillin,General Practitioner,False
runny nose,,,sinusitis,,,amoxicillin,General Practitioner,False
sore throat,,,common cold,,,acetaminophen,General Practitioner,False
itching,,,eczema,eczéma,الأكزيما,antihistamines,Dermatologist,False
swelling,,,arthritis,,,methotrexate,Rheumatologist,False
dry skin,peau sèche,جفاف الجلد,eczema,eczéma,الأكزيما,antihistamines,Dermatologist,False
abdominal pain,,,food poisoning,intoxication alimentaire,تسمم غذائي,ondansetron,Gastroenterologist,True
fever,,,strep throat,,,ibuprofen,General Practitioner,False
runny nose,,,sinusitis,,,amoxicillin,General Practitioner,False
itching,,,eczema,eczéma,الأكزيما,antihistamines,Dermatologist,False
fever,,,sinusitis,,,nasal spray,General Practitioner,False
rash,,,strep throat,,,penicillin,General Practitioner,False
joint pain,,,arthritis,,,methotrexate,Rheumatologist,False
abdominal pain,,,food poisoning,intoxication alimentaire,تسمم غذائي,loperamide,Gastroenterologist,True
cough,toux,سعال,bronchitis,,,cough syrup,General Practitioner,False
facial pain,,,sinusitis,,,amoxicillin,General Practitioner,False
shortness of breath,essoufflement,ضيق في التنفس,asthma,asthme,الربو,fluticasone,Pulmonologist,True
vomiting,,,food poisoning,intoxication alimentaire,تسمم غذائي,loperamide,Gastroenterologist,True
joint pain,,,arthritis,,,methotrexate,Rheumatologist,False
diarrhea,,,food poisoning,intoxication alimentaire,تسمم غذائي,hydration therapy,Gastroenterologist,True
fatigue,,,arthritis,,,methotrexate,Rheumatologist,False
shortness of breath,essoufflement,ضيق في التنفس,asthma,asthme,الربو,fluticasone,Pulmonologist,True
nausea,nausée,غثيان,food poisoning,intoxication alimentaire,تسمم غذائي,loperamide,Gastroenterologist,True
fatigue,,,influenza,,,acetaminophen,General Practitioner,False
rash,,,eczema,eczéma,الأكزيما,hydrocortisone,Dermatologist,False
fatigue,,,bronchitis,,,cough syrup,General Practitioner,False
chest pain,,,asthma,asthme,الربو,albuterol,Pulmonologist,True
rash,,,eczema,eczéma,الأكزيما,moisturizer,Dermatologist,False
sore throat,,,strep throat,,,penicillin,General Practitioner,False
rash,,,strep throat,,,amoxicillin,General Practitioner,False
muscle pain,,,influenza,,,acetaminophen,General Practitioner,False
cough,toux,سعال,bronchitis,,,antibiotics,General Practitioner,False
rash,,,eczema,eczéma,الأكزيما,moisturizer,Dermatologist,False
shortness of breath,essoufflement,ضيق في التنفس,asthma,asthme,الربو,fluticasone,Pulmonologist,True
shortness of breath,essoufflement,ضيق في التنفس,asthma,asthme,الربو,montelukast,Pulmonologist,True
chest pain,,,asthma,asthme,الربو,montelukast,Pulmonologist,True
dry skin,peau sèche,جفاف الجلد,eczema,eczéma,الأكزيما,antihistamines,Dermatologist,False
joint pain,,,arthritis,,,methotrexate,Rheumatologist,False
itching,,,eczema,eczéma,الأكزيما,antihistamines,Dermatologist,False
shortness of breath,essoufflement,ضيق في التنفس,asthma,asthme,الربو,fluticasone,Pulmonologist,True
fatigue,,,bronchitis,,,ibuprofen,General Practitioner,False
nausea,nausée,غثيان,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
joint pain,,,arthritis,,,methotrexate,Rheumatologist,False
fatigue,,,arthritis,,,methotrexate,Rheumatologist,False
muscle pain,,,influenza,,,oseltamivir,General Practitioner,False
headache,,,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
cough,toux,سعال,asthma,asthme,الربو,montelukast,Pulmonologist,True
fever,,,sinusitis,,,amoxicillin,General Practitioner,False
fever,,,sinusitis,,,decongestants,General Practitioner,False
joint pain,,,arthritis,,,methotrexate,Rheumatologist,False
fatigue,,,arthritis,,,ibuprofen,Rheumatologist,False
sore throat,,,strep throat,,,amoxicillin,General Practitioner,False
fever,,,strep throat,,,penicillin,General Practitioner,False
sore throat,,,strep throat,,,amoxicillin,General Practitioner,False
itching,,,eczema,eczéma,الأكزيما,antihistamines,Dermatologist,False
muscle pain,,,influenza,,,zanamivir,General Practitioner,False
vomiting,,,food poisoning,intoxication alimentaire,تسمم غذائي,hydration therapy,Gastroenterologist,True
itching,,,eczema,eczéma,الأكزيما,moisturizer,Dermatologist,False
fever,,,sinusitis,,,decongestants,General Practitioner,False
abdominal pain,,,food poisoning,intoxication alimentaire,تسمم غذائي,hydration therapy,Gastroenterologist,True
cough,toux,سعال,influenza,,,oseltamivir,General Practitioner,False
fatigue,,,arthritis,,,ibuprofen,Rheumatologist,False
runny nose,,,common cold,,,acetaminophen,General Practitioner,False
sore throat,,,common cold,,,pseudoephedrine,General Practitioner,False
chest pain,,,bronchitis,,,cough syrup,General Practitioner,False
shortness of breath,essoufflement,ضيق في التنفس,asthma,asthme,الربو,albuterol,Pulmonologist,True
headache,,,migraine,migraine,صداع نصفي,sumatriptan,Neurologist,True
itching,,,eczema,eczéma,الأكزيما,moisturizer,Dermatologist,False
headache,,,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
rash,,,strep throat,,,penicillin,General Practitioner,False
headache,,,migraine,migraine,صداع نصفي,naproxen,Neurologist,True
swelling,,,arthritis,,,methotrexate,Rheumatologist,False
abdominal pain,,,food poisoning,intoxication alimentaire,تسمم غذائي,loperamide,Gastroenterologist,True
chest pain,,,bronchitis,,,ibuprofen,General Practitioner,False
fever,,,sinusitis,,,decongestants,General Practitioner,False
fever,,,strep throat,,,penicillin,General Practitioner,False
cough,toux,سعال,bronchitis,,,ibuprofen,General Practitioner,False
sore throat,,,common cold,,,acetaminophen,General Practitioner,False
fatigue,,,influenza,,,acetaminophen,General Practitioner,False
chest pain,,,bronchitis,,,ibuprofen,General Practitioner,False
rash,,,eczema,eczéma,الأكزيما,hydrocortisone,Dermatologist,False
itching,,,eczema,eczéma,الأكزيما,moisturizer,Dermatologist,False
sneezing,,,common cold,,,acetaminophen,General Practitioner,False
rash,,,strep throat,,,ibuprofen,General Practitioner,False
fatigue,,,arthritis,,,methotrexate,Rheumatologist,False
chest pain,,,bronchitis,,,cough syrup,General Practitioner,False
cough,toux,سعال,common cold,,,ibuprofen,General Practitioner,False
runny nose,,,sinusitis,,,nasal spray,General Practitioner,False
swelling,,,arthritis,,,ibuprofen,Rheumatologist,False
muscle pain,,,influenza,,,oseltamivir,General Practitioner,False
runny nose,,,common cold,,,ibuprofen,General Practitioner,False
nausea,nausée,غثيان,migraine,migraine,صداع نصفي,ibuprofen,Neurologist,True
runny nose,,,common cold,,,acetaminophen,General Practitioner,False
nausea,nausée,غثيان,food poisoning,intoxication alimentaire,تسمم غذائي,hydration therapy,Gastroenterologist,True
shortness of breath,essoufflement,ضيق في التنفس,asthma,asthme,الربو,fluticasone,Pulmonologist,True
runny nose,,,sinusitis,,,amoxicillin,General Practitioner,False
cough,toux,سعال,common cold,,,acetaminophen,General Practitioner,False
cough,toux,سعال,bronchitis,,,ibuprofen,General Practitioner,False
rash,,,strep throat,,,penicillin,General Practitioner,False
joint pain,,,arthritis,,,methotrexate,Rheumatologist,False
sensitivity to light,,,migraine,migraine,صداع نصفي,ibuprofen,Neurologist,True
cough,toux,سعال,asthma,asthme,الربو,montelukast,Pulmonologist,True
cough,toux,سعال,asthma,asthme,الربو,fluticasone,Pulmonologist,True
rash,,,eczema,eczéma,الأكزيما,moisturizer,Dermatologist,False
swelling,,,arthritis,,,ibuprofen,Rheumatologist,False
chest pain,,,asthma,asthme,الربو,albuterol,Pulmonologist,True
abdominal pain,,,food poisoning,intoxication alimentaire,تسمم غذائي,loperamide,Gastroenterologist,True
runny nose,,,common cold,,,acetaminophen,General Practitioner,False
fever,,,common cold,,,ibuprofen,General Practitioner,False
itching,,,eczema,eczéma,الأكزيما,hydrocortisone,Dermatologist,False
fever,,,strep throat,,,ibuprofen,General Practitioner,False
muscle pain,,,influenza,,,zanamivir,General Practitioner,False
nausea,nausée,غثيان,food poisoning,intoxication alimentaire,تسمم غذائي,hydration therapy,Gastroenterologist,True
fever,,,common cold,,,pseudoephedrine,General Practitioner,False
itching,,,eczema,eczéma,الأكزيما,antihistamines,Dermatologist,False
cough,toux,سعال,bronchitis,,,ibuprofen,General Practitioner,False
shortness of breath,essoufflement,ضيق في التنفس,asthma,asthme,الربو,fluticasone,Pulmonologist,True
fever,,,influenza,,,oseltamivir,General Practitioner,False
vomiting,,,migraine,migraine,صداع نصفي,ibuprofen,Neurologist,True
chest pain,,,bronchitis,,,cough syrup,General Practitioner,False
sensitivity to light,,,migraine,migraine,صداع نصفي,sumatriptan,Neurologist,True
chest pain,,,bronchitis,,,antibiotics,General Practitioner,False
cough,toux,سعال,influenza,,,oseltamivir,General Practitioner,False
fever,,,sinusitis,,,amoxicillin,General Practitioner,False
fatigue,,,bronchitis,,,antibiotics,General Practitioner,False
