title,start,end,assignedDoctors,assignedNurses,shift,description,createdBy,rating
Morning Shift - 2025-05-05,2025-05-05T08:00:00,2025-05-05T16:00:00,681a575690422788183176a0|681a57b690422788183176b2|681a524690a1818ffb8fd3a4,681e68edd464b5ea6ad9423b|681a5ad29042278818317702,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.4
Night Shift - 2025-05-24,2025-05-24T00:00:00,2025-05-24T08:00:00,681a517490a1818ffb8fd392,67f4401489b1fc291c612c91|681e697bd464b5ea6ad94272,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.31
Night Shift - 2025-05-27,2025-05-27T00:00:00,2025-05-27T08:00:00,681a57b690422788183176b2|681a58cd90422788183176d4,681e68edd464b5ea6ad9423b|67f4402f89b1fc291c612c97,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.96
Night Shift - 2025-05-14,2025-05-14T00:00:00,2025-05-14T08:00:00,681a57fd90422788183176be|681a53599042278818317651,681e69d3d464b5ea6ad9429b|681e69a9d464b5ea6ad9427c|67ff8a6715b50eb09c14b762,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.46
Evening Shift - 2025-05-16,2025-05-16T16:00:00,2025-05-17T00:00:00,681a53599042278818317651|681a577590422788183176a6|681a56eb904227881831768e,681e695dd464b5ea6ad9426c,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,1.77
Night Shift - 2025-05-23,2025-05-23T00:00:00,2025-05-23T08:00:00,681a58b990422788183176ce|67cf4b3435b8ba51b0af1282,681e689ad464b5ea6ad94227|681e6907d464b5ea6ad94241|681e6994d464b5ea6ad94276,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.99
Morning Shift - 2025-05-14,2025-05-14T08:00:00,2025-05-14T16:00:00,681a57b690422788183176b2|67f43ff589b1fc291c612c8b,681a5ad29042278818317702|681e697bd464b5ea6ad94272|67f4401489b1fc291c612c91,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.4
Morning Shift - 2025-05-25,2025-05-25T08:00:00,2025-05-25T16:00:00,681a514390a1818ffb8fd388|681a57fd90422788183176be,681a590590422788183176dc,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.89
Morning Shift - 2025-05-24,2025-05-24T08:00:00,2025-05-24T16:00:00,681a57b690422788183176b2|681a524690a1818ffb8fd3a4|681a53599042278818317651,67f4401489b1fc291c612c91,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.47
Evening Shift - 2025-05-08,2025-05-08T16:00:00,2025-05-09T00:00:00,681a517490a1818ffb8fd392,67cf4b8235b8ba51b0af1285,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.86
Evening Shift - 2025-05-27,2025-05-27T16:00:00,2025-05-28T00:00:00,681a57b690422788183176b2|681a514390a1818ffb8fd388,681e68cbd464b5ea6ad94233|681e697bd464b5ea6ad94272|67f4402f89b1fc291c612c97,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.05
Night Shift - 2025-05-05,2025-05-05T00:00:00,2025-05-05T08:00:00,67cf4b3435b8ba51b0af1282|681a515d90a1818ffb8fd38e,67cf4b8235b8ba51b0af1285|681e695dd464b5ea6ad9426c,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.18
Morning Shift - 2025-05-23,2025-05-23T08:00:00,2025-05-23T16:00:00,681a577590422788183176a6|681a58b990422788183176ce,681e69a9d464b5ea6ad9427c|681a5ad29042278818317702,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.53
Evening Shift - 2025-05-27,2025-05-27T16:00:00,2025-05-28T00:00:00,681a53599042278818317651|681a524690a1818ffb8fd3a4,67f4401489b1fc291c612c91,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.23
Morning Shift - 2025-05-02,2025-05-02T08:00:00,2025-05-02T16:00:00,681a58b990422788183176ce|681a517490a1818ffb8fd392|681a515d90a1818ffb8fd38e,67ff7b8b42fc75d02c937309|681e69a9d464b5ea6ad9427c|681e68b5d464b5ea6ad9422d,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.13
Night Shift - 2025-05-16,2025-05-16T00:00:00,2025-05-16T08:00:00,681a56eb904227881831768e|681a517490a1818ffb8fd392|681a58b990422788183176ce,681a5ad29042278818317702,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.89
Morning Shift - 2025-05-06,2025-05-06T08:00:00,2025-05-06T16:00:00,67f43ff589b1fc291c612c8b|681a58b990422788183176ce,681e69d3d464b5ea6ad9429b|681e68edd464b5ea6ad9423b|681e69a9d464b5ea6ad9427c,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.03
Morning Shift - 2025-05-03,2025-05-03T08:00:00,2025-05-03T16:00:00,681a57e490422788183176b8|681a57b690422788183176b2,681e689ad464b5ea6ad94227|67f4402f89b1fc291c612c97,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.0
Night Shift - 2025-05-19,2025-05-19T00:00:00,2025-05-19T08:00:00,681a577590422788183176a6,681e68b5d464b5ea6ad9422d,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.54
Morning Shift - 2025-05-06,2025-05-06T08:00:00,2025-05-06T16:00:00,681a58cd90422788183176d4,681a5a6090422788183176f6|681a5ad29042278818317702|681e68edd464b5ea6ad9423b,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.68
Morning Shift - 2025-05-20,2025-05-20T08:00:00,2025-05-20T16:00:00,681a58b990422788183176ce,681e68cbd464b5ea6ad94233,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.56
Evening Shift - 2025-05-10,2025-05-10T16:00:00,2025-05-11T00:00:00,67f4546589b1fc291c613160|681a57199042278818317694|681a58b990422788183176ce,681a5a6090422788183176f6|681e6994d464b5ea6ad94276,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.36
Night Shift - 2025-05-19,2025-05-19T00:00:00,2025-05-19T08:00:00,681a56eb904227881831768e|681a515d90a1818ffb8fd38e,681a5a6090422788183176f6,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.69
Night Shift - 2025-05-28,2025-05-28T00:00:00,2025-05-28T08:00:00,681a512190a1818ffb8fd382|681a57b690422788183176b2|681a57e490422788183176b8,681e689ad464b5ea6ad94227|681e6994d464b5ea6ad94276,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.23
Night Shift - 2025-05-28,2025-05-28T00:00:00,2025-05-28T08:00:00,681a57fd90422788183176be|681a8935d13b7e8433e574a1,67ff8a6715b50eb09c14b762,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.41
Night Shift - 2025-05-04,2025-05-04T00:00:00,2025-05-04T08:00:00,681a512190a1818ffb8fd382|681a524690a1818ffb8fd3a4,67ff7b8b42fc75d02c937309|681e6994d464b5ea6ad94276|67f4401489b1fc291c612c91,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.18
Night Shift - 2025-05-12,2025-05-12T00:00:00,2025-05-12T08:00:00,681a8935d13b7e8433e574a1,67ff8a6715b50eb09c14b762|681e6946d464b5ea6ad94266,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.04
Night Shift - 2025-05-07,2025-05-07T00:00:00,2025-05-07T08:00:00,681a57fd90422788183176be|67ff7abe42fc75d02c9372ed|681a524690a1818ffb8fd3a4,681e6994d464b5ea6ad94276,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.32
Morning Shift - 2025-05-26,2025-05-26T08:00:00,2025-05-26T16:00:00,681a56eb904227881831768e|681a58cd90422788183176d4,681e69d3d464b5ea6ad9429b|681e6946d464b5ea6ad94266|681e6930d464b5ea6ad94260,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.69
Night Shift - 2025-05-06,2025-05-06T00:00:00,2025-05-06T08:00:00,681a512190a1818ffb8fd382|681a57e490422788183176b8,681e69a9d464b5ea6ad9427c|681e69d3d464b5ea6ad9429b|67f4402f89b1fc291c612c97,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.7
Night Shift - 2025-05-14,2025-05-14T00:00:00,2025-05-14T08:00:00,67f43cf889b1fc291c612c53|681a8978d13b7e8433e574a9,67ff8a6715b50eb09c14b762|681a590590422788183176dc,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.47
Morning Shift - 2025-05-15,2025-05-15T08:00:00,2025-05-15T16:00:00,681a57e490422788183176b8|67f43cf889b1fc291c612c53,681e695dd464b5ea6ad9426c|681e697bd464b5ea6ad94272|67ff7b8b42fc75d02c937309,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.11
Morning Shift - 2025-05-21,2025-05-21T08:00:00,2025-05-21T16:00:00,681a57199042278818317694|67f43cf889b1fc291c612c53|681a514390a1818ffb8fd388,67f4401489b1fc291c612c91|681e6907d464b5ea6ad94241,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.0
Evening Shift - 2025-05-21,2025-05-21T16:00:00,2025-05-22T00:00:00,681a57b690422788183176b2|681a577590422788183176a6|681a57199042278818317694,681e68cbd464b5ea6ad94233,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.88
Morning Shift - 2025-05-17,2025-05-17T08:00:00,2025-05-17T16:00:00,681a579090422788183176aa|681a53599042278818317651,67f4402f89b1fc291c612c97|681a590590422788183176dc,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.25
Morning Shift - 2025-05-07,2025-05-07T08:00:00,2025-05-07T16:00:00,681a577590422788183176a6,681a5ad29042278818317702|681e68b5d464b5ea6ad9422d|67f4401489b1fc291c612c91,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.25
Night Shift - 2025-05-11,2025-05-11T00:00:00,2025-05-11T08:00:00,681a57199042278818317694|67ff7abe42fc75d02c9372ed,681e697bd464b5ea6ad94272,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.85
Morning Shift - 2025-05-26,2025-05-26T08:00:00,2025-05-26T16:00:00,67f43ff589b1fc291c612c8b|681a512190a1818ffb8fd382,67ff8a6715b50eb09c14b762,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.08
Evening Shift - 2025-05-11,2025-05-11T16:00:00,2025-05-12T00:00:00,681a53599042278818317651|681a57e490422788183176b8,681a590590422788183176dc|681e69a9d464b5ea6ad9427c,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.57
Evening Shift - 2025-05-12,2025-05-12T16:00:00,2025-05-13T00:00:00,67f43ff589b1fc291c612c8b,681e68b5d464b5ea6ad9422d|681e697bd464b5ea6ad94272|681e6907d464b5ea6ad94241,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,1.71
Evening Shift - 2025-05-02,2025-05-02T16:00:00,2025-05-03T00:00:00,681a515d90a1818ffb8fd38e|681a8978d13b7e8433e574a9,681e6946d464b5ea6ad94266|681e695dd464b5ea6ad9426c|67f4402f89b1fc291c612c97,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.3
Night Shift - 2025-05-09,2025-05-09T00:00:00,2025-05-09T08:00:00,681a517490a1818ffb8fd392|681a575690422788183176a0|681a58b990422788183176ce,681e697bd464b5ea6ad94272,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.92
Night Shift - 2025-05-22,2025-05-22T00:00:00,2025-05-22T08:00:00,681a579090422788183176aa,681e69a9d464b5ea6ad9427c|681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.62
Evening Shift - 2025-05-17,2025-05-17T16:00:00,2025-05-18T00:00:00,681a8978d13b7e8433e574a9,67f4402f89b1fc291c612c97|681e68edd464b5ea6ad9423b,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,1.53
Night Shift - 2025-05-05,2025-05-05T00:00:00,2025-05-05T08:00:00,681a57199042278818317694,681a5a6090422788183176f6|681e697bd464b5ea6ad94272,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.64
Evening Shift - 2025-05-02,2025-05-02T16:00:00,2025-05-03T00:00:00,681a524690a1818ffb8fd3a4|67ff7abe42fc75d02c9372ed,67f4401489b1fc291c612c91,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.17
Night Shift - 2025-05-17,2025-05-17T00:00:00,2025-05-17T08:00:00,681a524690a1818ffb8fd3a4|681a57199042278818317694|681a517490a1818ffb8fd392,681e69d3d464b5ea6ad9429b|67f4401489b1fc291c612c91,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.08
Night Shift - 2025-05-28,2025-05-28T00:00:00,2025-05-28T08:00:00,681a57b690422788183176b2,681a5ad29042278818317702|67f4402f89b1fc291c612c97,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.52
Night Shift - 2025-05-25,2025-05-25T00:00:00,2025-05-25T08:00:00,681a524690a1818ffb8fd3a4,681e689ad464b5ea6ad94227|67ff8a6715b50eb09c14b762,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.48
Night Shift - 2025-05-28,2025-05-28T00:00:00,2025-05-28T08:00:00,681a517490a1818ffb8fd392|67cf4b3435b8ba51b0af1282,681e68b5d464b5ea6ad9422d|67ff7b8b42fc75d02c937309|681a590590422788183176dc,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.05
Night Shift - 2025-05-02,2025-05-02T00:00:00,2025-05-02T08:00:00,67f43ff589b1fc291c612c8b|681a8935d13b7e8433e574a1|681a56eb904227881831768e,67f4402f89b1fc291c612c97|681e6994d464b5ea6ad94276|67ff8a6715b50eb09c14b762,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.57
Morning Shift - 2025-05-26,2025-05-26T08:00:00,2025-05-26T16:00:00,681a53599042278818317651|681a57e490422788183176b8,681e69a9d464b5ea6ad9427c|67ff7b8b42fc75d02c937309,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.95
Evening Shift - 2025-05-25,2025-05-25T16:00:00,2025-05-26T00:00:00,681a577590422788183176a6|681a524690a1818ffb8fd3a4|67f4546589b1fc291c613160,681e689ad464b5ea6ad94227,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.55
Morning Shift - 2025-05-14,2025-05-14T08:00:00,2025-05-14T16:00:00,681a515d90a1818ffb8fd38e|681a514390a1818ffb8fd388|681a8978d13b7e8433e574a9,67cf4b8235b8ba51b0af1285|681e689ad464b5ea6ad94227|681a5a6090422788183176f6,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.2
Evening Shift - 2025-05-19,2025-05-19T16:00:00,2025-05-20T00:00:00,681a575690422788183176a0|681a57199042278818317694,681e69d3d464b5ea6ad9429b|681e68b5d464b5ea6ad9422d,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.14
Morning Shift - 2025-05-18,2025-05-18T08:00:00,2025-05-18T16:00:00,681a53599042278818317651|681a8935d13b7e8433e574a1|681a8978d13b7e8433e574a9,681e6994d464b5ea6ad94276|681e697bd464b5ea6ad94272|681a5ad29042278818317702,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.93
Night Shift - 2025-05-27,2025-05-27T00:00:00,2025-05-27T08:00:00,681a575690422788183176a0,681a5ad29042278818317702|681e68cbd464b5ea6ad94233,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.83
Night Shift - 2025-05-04,2025-05-04T00:00:00,2025-05-04T08:00:00,681a58cd90422788183176d4|681a8935d13b7e8433e574a1,681a5a6090422788183176f6|67f4401489b1fc291c612c91|681a590590422788183176dc,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.21
Morning Shift - 2025-05-08,2025-05-08T08:00:00,2025-05-08T16:00:00,67f4546589b1fc291c613160,681e6930d464b5ea6ad94260,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.22
Evening Shift - 2025-05-20,2025-05-20T16:00:00,2025-05-21T00:00:00,67cf4b3435b8ba51b0af1282,67ff8a6715b50eb09c14b762,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.48
Night Shift - 2025-05-17,2025-05-17T00:00:00,2025-05-17T08:00:00,67f43ff589b1fc291c612c8b,681e6946d464b5ea6ad94266|681e697bd464b5ea6ad94272,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.45
Evening Shift - 2025-05-26,2025-05-26T16:00:00,2025-05-27T00:00:00,681a57b690422788183176b2|681a56eb904227881831768e,67f4402f89b1fc291c612c97,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.61
Night Shift - 2025-05-19,2025-05-19T00:00:00,2025-05-19T08:00:00,681a579090422788183176aa|681a57199042278818317694|67f43ff589b1fc291c612c8b,681e68cbd464b5ea6ad94233|67ff8a6715b50eb09c14b762,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.24
Night Shift - 2025-05-13,2025-05-13T00:00:00,2025-05-13T08:00:00,67f43cf889b1fc291c612c53|681a579090422788183176aa|681a58cd90422788183176d4,681a5a6090422788183176f6,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.4
Night Shift - 2025-05-18,2025-05-18T00:00:00,2025-05-18T08:00:00,67f4546589b1fc291c613160|681a577590422788183176a6|681a517490a1818ffb8fd392,681e6930d464b5ea6ad94260,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.54
Morning Shift - 2025-05-07,2025-05-07T08:00:00,2025-05-07T16:00:00,681a53599042278818317651|681a56eb904227881831768e,681e6930d464b5ea6ad94260,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.33
Night Shift - 2025-05-02,2025-05-02T00:00:00,2025-05-02T08:00:00,681a579090422788183176aa|681a57e490422788183176b8|67ff7abe42fc75d02c9372ed,681a5a6090422788183176f6|681e69a9d464b5ea6ad9427c,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.99
Morning Shift - 2025-05-09,2025-05-09T08:00:00,2025-05-09T16:00:00,681a577590422788183176a6|681a524690a1818ffb8fd3a4,681e69a9d464b5ea6ad9427c,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.43
Night Shift - 2025-05-24,2025-05-24T00:00:00,2025-05-24T08:00:00,681a514390a1818ffb8fd388,67f4401489b1fc291c612c91,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.98
Morning Shift - 2025-05-07,2025-05-07T08:00:00,2025-05-07T16:00:00,681a56eb904227881831768e,681e6946d464b5ea6ad94266|681e695dd464b5ea6ad9426c|681a5ad29042278818317702,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.65
Evening Shift - 2025-05-27,2025-05-27T16:00:00,2025-05-28T00:00:00,681a512190a1818ffb8fd382,67cf4b8235b8ba51b0af1285,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.98
Evening Shift - 2025-05-20,2025-05-20T16:00:00,2025-05-21T00:00:00,681a53599042278818317651|67cf4b3435b8ba51b0af1282|681a577590422788183176a6,681e69a9d464b5ea6ad9427c,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.5
Evening Shift - 2025-05-05,2025-05-05T16:00:00,2025-05-06T00:00:00,681a514390a1818ffb8fd388,681e695dd464b5ea6ad9426c|67f4402f89b1fc291c612c97|67cf4b8235b8ba51b0af1285,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.6
Morning Shift - 2025-05-28,2025-05-28T08:00:00,2025-05-28T16:00:00,67f43ff589b1fc291c612c8b|67ff7abe42fc75d02c9372ed|681a577590422788183176a6,681e697bd464b5ea6ad94272|681e6946d464b5ea6ad94266|67ff7b8b42fc75d02c937309,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.14
Evening Shift - 2025-05-18,2025-05-18T16:00:00,2025-05-19T00:00:00,681a514390a1818ffb8fd388,67ff8a6715b50eb09c14b762|681e69d3d464b5ea6ad9429b|67cf4b8235b8ba51b0af1285,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.25
Night Shift - 2025-05-11,2025-05-11T00:00:00,2025-05-11T08:00:00,681a58b990422788183176ce|681a579090422788183176aa|681a8935d13b7e8433e574a1,681a5ad29042278818317702|681e695dd464b5ea6ad9426c|681a590590422788183176dc,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.98
Night Shift - 2025-05-11,2025-05-11T00:00:00,2025-05-11T08:00:00,681a57199042278818317694|67f43cf889b1fc291c612c53|681a57b690422788183176b2,681e697bd464b5ea6ad94272|681e68cbd464b5ea6ad94233,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.55
Night Shift - 2025-05-01,2025-05-01T00:00:00,2025-05-01T08:00:00,681a57b690422788183176b2|681a517490a1818ffb8fd392,681a590590422788183176dc|681e68b5d464b5ea6ad9422d|67ff7b8b42fc75d02c937309,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.72
Night Shift - 2025-05-17,2025-05-17T00:00:00,2025-05-17T08:00:00,681a8978d13b7e8433e574a9|681a8935d13b7e8433e574a1|67ff7abe42fc75d02c9372ed,681a590590422788183176dc|681a5a6090422788183176f6|681e69a9d464b5ea6ad9427c,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.51
Morning Shift - 2025-05-13,2025-05-13T08:00:00,2025-05-13T16:00:00,681a8935d13b7e8433e574a1|681a512190a1818ffb8fd382,681a5a6090422788183176f6,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,1.59
Evening Shift - 2025-05-01,2025-05-01T16:00:00,2025-05-02T00:00:00,67cf4b3435b8ba51b0af1282,67ff8a6715b50eb09c14b762|67f4401489b1fc291c612c91|67ff7b8b42fc75d02c937309,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.28
Morning Shift - 2025-05-07,2025-05-07T08:00:00,2025-05-07T16:00:00,67f4546589b1fc291c613160,681e68edd464b5ea6ad9423b|681e6994d464b5ea6ad94276,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.73
Evening Shift - 2025-05-19,2025-05-19T16:00:00,2025-05-20T00:00:00,681a57b690422788183176b2|681a514390a1818ffb8fd388,67ff7b8b42fc75d02c937309|681e69a9d464b5ea6ad9427c,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.52
Evening Shift - 2025-05-07,2025-05-07T16:00:00,2025-05-08T00:00:00,681a57e490422788183176b8,681e697bd464b5ea6ad94272,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.81
Evening Shift - 2025-05-11,2025-05-11T16:00:00,2025-05-12T00:00:00,681a515d90a1818ffb8fd38e|681a58b990422788183176ce|681a53599042278818317651,67ff7b8b42fc75d02c937309,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.52
Evening Shift - 2025-05-17,2025-05-17T16:00:00,2025-05-18T00:00:00,67f43cf889b1fc291c612c53|681a579090422788183176aa|67f43ff589b1fc291c612c8b,67f4402f89b1fc291c612c97,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.49
Night Shift - 2025-05-28,2025-05-28T00:00:00,2025-05-28T08:00:00,681a517490a1818ffb8fd392|681a58b990422788183176ce|681a58cd90422788183176d4,681e697bd464b5ea6ad94272,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.39
Evening Shift - 2025-05-05,2025-05-05T16:00:00,2025-05-06T00:00:00,681a56eb904227881831768e|681a57199042278818317694,67f4401489b1fc291c612c91,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.78
Night Shift - 2025-05-12,2025-05-12T00:00:00,2025-05-12T08:00:00,681a577590422788183176a6,67cf4b8235b8ba51b0af1285,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.77
Evening Shift - 2025-05-23,2025-05-23T16:00:00,2025-05-24T00:00:00,681a575690422788183176a0|681a57e490422788183176b8|681a579090422788183176aa,67f4401489b1fc291c612c91,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.09
